Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Ukraine,UKR,EUR,LMC,2024,8,5_14,0
Ukraine,UKR,EUR,LMC,2024,9,15_64,0
Libya,LBY,EMR,UMC,2024,9,0_4,
Liberia,LBR,AFR,LIC,2024,8,0_4,
Liberia,LBR,AFR,LIC,2024,7,0_4,
Liberia,LBR,AFR,LIC,2024,4,15_64,
Liberia,LBR,AFR,LIC,2024,3,5_14,
Ukraine,UKR,EUR,LMC,2024,7,5_14,0
Ukraine,UKR,EUR,LMC,2024,11,5_14,0
Liberia,LBR,AFR,LIC,2024,9,15_64,
Liberia,LBR,AFR,LIC,2024,8,15_64,
Liberia,LBR,AFR,LIC,2024,7,15_64,
Liberia,LBR,AFR,LIC,2024,4,0_4,
Liberia,LBR,AFR,LIC,2024,3,0_4,
Liberia,LBR,AFR,LIC,2024,9,5_14,
Liberia,LBR,AFR,LIC,2024,8,5_14,
Liberia,LBR,AFR,LIC,2024,7,5_14,
Liberia,LBR,AFR,LIC,2024,6,65+,
Liberia,LBR,AFR,LIC,2024,5,65+,
Liberia,LBR,AFR,LIC,2024,2,65+,
Liberia,LBR,AFR,LIC,2024,1,65+,
Liberia,LBR,AFR,LIC,2024,11,15_64,
Liberia,LBR,AFR,LIC,2024,10,15_64,
Liberia,LBR,AFR,LIC,2024,11,0_4,
Liberia,LBR,AFR,LIC,2024,1,0_4,
Liberia,LBR,AFR,LIC,2024,9,65+,
Liberia,LBR,AFR,LIC,2024,1,5_14,
Liberia,LBR,AFR,LIC,2024,2,5_14,
Liberia,LBR,AFR,LIC,2024,3,15_64,
Liberia,LBR,AFR,LIC,2024,12,65+,
Liberia,LBR,AFR,LIC,2024,12,5_14,
Liberia,LBR,AFR,LIC,2024,12,0_4,
Liberia,LBR,AFR,LIC,2024,6,0_4,
Liberia,LBR,AFR,LIC,2024,5,0_4,
Ukraine,UKR,EUR,LMC,2024,10,65+,0
Ukraine,UKR,EUR,LMC,2024,1,0_4,0
Ukraine,UKR,EUR,LMC,2024,3,0_4,0
Ukraine,UKR,EUR,LMC,2024,6,5_14,0
Liberia,LBR,AFR,LIC,2024,2,15_64,
Liberia,LBR,AFR,LIC,2024,1,15_64,
Liberia,LBR,AFR,LIC,2024,12,15_64,
Liberia,LBR,AFR,LIC,2024,6,5_14,
Liberia,LBR,AFR,LIC,2024,6,15_64,
Liberia,LBR,AFR,LIC,2024,5,5_14,
Liberia,LBR,AFR,LIC,2024,5,15_64,
Liberia,LBR,AFR,LIC,2024,2,0_4,
Mali,MLI,AFR,LIC,2024,2,15_64,
Luxembourg,LUX,EUR,HIC,2024,5,65+,
Luxembourg,LUX,EUR,HIC,2024,12,65+,
Malaysia,MYS,WPR,UMC,2024,10,5_14,0
Malaysia,MYS,WPR,UMC,2024,10,15_64,0
Malaysia,MYS,WPR,UMC,2024,9,5_14,0
Malaysia,MYS,WPR,UMC,2024,9,15_64,0
Malaysia,MYS,WPR,UMC,2024,5,65+,1
Malaysia,MYS,WPR,UMC,2024,5,5_14,0
Malaysia,MYS,WPR,UMC,2024,5,0_4,0
Maldives,MDV,SEAR,UMC,2024,2,65+,
Malaysia,MYS,WPR,UMC,2024,4,65+,1
Malaysia,MYS,WPR,UMC,2024,3,65+,0
Malaysia,MYS,WPR,UMC,2024,2,65+,1
Malaysia,MYS,WPR,UMC,2024,2,0_4,0
Malaysia,MYS,WPR,UMC,2024,1,15_64,14
Tuvalu,TUV,WPR,UMC,2024,6,15_64,
Malaysia,MYS,WPR,UMC,2024,12,0_4,0
Malaysia,MYS,WPR,UMC,2024,11,0_4,0
Malaysia,MYS,WPR,UMC,2024,4,0_4,0
Maldives,MDV,SEAR,UMC,2024,3,0_4,
Maldives,MDV,SEAR,UMC,2024,4,0_4,
Maldives,MDV,SEAR,UMC,2024,5,65+,
Maldives,MDV,SEAR,UMC,2024,1,0_4,
Maldives,MDV,SEAR,UMC,2024,12,0_4,
Maldives,MDV,SEAR,UMC,2024,9,65+,
Maldives,MDV,SEAR,UMC,2024,8,65+,
Maldives,MDV,SEAR,UMC,2024,6,5_14,
Maldives,MDV,SEAR,UMC,2024,5,5_14,
Maldives,MDV,SEAR,UMC,2024,2,5_14,
Maldives,MDV,SEAR,UMC,2024,12,65+,
Maldives,MDV,SEAR,UMC,2024,8,5_14,
Maldives,MDV,SEAR,UMC,2024,7,5_14,
Tuvalu,TUV,WPR,UMC,2024,3,5_14,
Tuvalu,TUV,WPR,UMC,2024,4,5_14,
Tuvalu,TUV,WPR,UMC,2024,5,15_64,
Maldives,MDV,SEAR,UMC,2024,11,15_64,
Maldives,MDV,SEAR,UMC,2024,10,15_64,
Maldives,MDV,SEAR,UMC,2024,9,5_14,
Maldives,MDV,SEAR,UMC,2024,6,65+,
Malaysia,MYS,WPR,UMC,2024,8,65+,0
Maldives,MDV,SEAR,UMC,2024,1,5_14,
Malaysia,MYS,WPR,UMC,2024,4,5_14,0
Malaysia,MYS,WPR,UMC,2024,2,5_14,0
Malaysia,MYS,WPR,UMC,2024,8,5_14,0
Malaysia,MYS,WPR,UMC,2024,8,0_4,0
Malaysia,MYS,WPR,UMC,2024,7,15_64,0
Malaysia,MYS,WPR,UMC,2024,6,15_64,0
Tuvalu,TUV,WPR,UMC,2024,9,0_4,
Malaysia,MYS,WPR,UMC,2024,12,15_64,0
Malaysia,MYS,WPR,UMC,2024,11,15_64,0
Tuvalu,TUV,WPR,UMC,2024,8,65+,
Malaysia,MYS,WPR,UMC,2024,9,65+,0
Malaysia,MYS,WPR,UMC,2024,6,0_4,0
Malaysia,MYS,WPR,UMC,2024,3,5_14,0
Malaysia,MYS,WPR,UMC,2024,1,5_14,0
Malaysia,MYS,WPR,UMC,2024,10,65+,0
Malaysia,MYS,WPR,UMC,2024,5,15_64,0
Malaysia,MYS,WPR,UMC,2024,2,15_64,0
Malaysia,MYS,WPR,UMC,2024,1,0_4,1
Malaysia,MYS,WPR,UMC,2024,7,0_4,0
Tuvalu,TUV,WPR,UMC,2024,8,5_14,
Malaysia,MYS,WPR,UMC,2024,11,65+,0
Malaysia,MYS,WPR,UMC,2024,12,65+,0
Malaysia,MYS,WPR,UMC,2024,12,5_14,0
Malaysia,MYS,WPR,UMC,2024,11,5_14,0
Malaysia,MYS,WPR,UMC,2024,8,15_64,0
Malaysia,MYS,WPR,UMC,2024,4,15_64,1
Tuvalu,TUV,WPR,UMC,2024,3,15_64,
Tuvalu,TUV,WPR,UMC,2024,7,0_4,
Tuvalu,TUV,WPR,UMC,2024,7,5_14,
Malaysia,MYS,WPR,UMC,2024,3,0_4,0
Tuvalu,TUV,WPR,UMC,2024,7,65+,
Tuvalu,TUV,WPR,UMC,2024,8,0_4,
Malaysia,MYS,WPR,UMC,2024,10,0_4,0
Malaysia,MYS,WPR,UMC,2024,9,0_4,0
Malaysia,MYS,WPR,UMC,2024,7,65+,0
Malaysia,MYS,WPR,UMC,2024,7,5_14,0
Malaysia,MYS,WPR,UMC,2024,6,65+,0
Malaysia,MYS,WPR,UMC,2024,6,5_14,0
Malaysia,MYS,WPR,UMC,2024,1,65+,39
Malaysia,MYS,WPR,UMC,2024,3,15_64,0
Maldives,MDV,SEAR,UMC,2024,1,65+,
Maldives,MDV,SEAR,UMC,2024,2,0_4,
Maldives,MDV,SEAR,UMC,2024,3,15_64,
Mali,MLI,AFR,LIC,2024,11,5_14,
Mali,MLI,AFR,LIC,2024,10,5_14,
Mali,MLI,AFR,LIC,2024,7,15_64,
Mali,MLI,AFR,LIC,2024,4,5_14,
Mali,MLI,AFR,LIC,2024,2,0_4,
Mali,MLI,AFR,LIC,2024,1,0_4,
Mali,MLI,AFR,LIC,2024,9,65+,
Tuvalu,TUV,WPR,UMC,2024,9,15_64,
Mali,MLI,AFR,LIC,2024,8,65+,
Mali,MLI,AFR,LIC,2024,3,5_14,
Tuvalu,TUV,WPR,UMC,2024,12,0_4,
Tuvalu,TUV,WPR,UMC,2024,12,5_14,
Mali,MLI,AFR,LIC,2024,11,15_64,
Mali,MLI,AFR,LIC,2024,10,15_64,
Mali,MLI,AFR,LIC,2024,9,0_4,
Mali,MLI,AFR,LIC,2024,8,0_4,
Mali,MLI,AFR,LIC,2024,7,65+,
Tuvalu,TUV,WPR,UMC,2024,8,15_64,
Tuvalu,TUV,WPR,UMC,2024,7,15_64,
Mali,MLI,AFR,LIC,2024,1,5_14,
Mali,MLI,AFR,LIC,2024,12,5_14,
Mali,MLI,AFR,LIC,2024,6,65+,
Mali,MLI,AFR,LIC,2024,1,15_64,
Mali,MLI,AFR,LIC,2024,12,0_4,
Mali,MLI,AFR,LIC,2024,9,15_64,
Mali,MLI,AFR,LIC,2024,8,15_64,
Mali,MLI,AFR,LIC,2024,6,5_14,
Mali,MLI,AFR,LIC,2024,6,0_4,
Mali,MLI,AFR,LIC,2024,5,65+,
Mali,MLI,AFR,LIC,2024,5,5_14,
Mali,MLI,AFR,LIC,2024,5,0_4,
Mali,MLI,AFR,LIC,2024,2,65+,
Tuvalu,TUV,WPR,UMC,2024,3,65+,
Tuvalu,TUV,WPR,UMC,2024,4,65+,
Tuvalu,TUV,WPR,UMC,2024,6,5_14,
Mali,MLI,AFR,LIC,2024,2,5_14,
Mali,MLI,AFR,LIC,2024,1,65+,
Mali,MLI,AFR,LIC,2024,7,0_4,
Mali,MLI,AFR,LIC,2024,11,65+,
Mali,MLI,AFR,LIC,2024,10,65+,
Mali,MLI,AFR,LIC,2024,4,15_64,
Maldives,MDV,SEAR,UMC,2024,7,0_4,
Tuvalu,TUV,WPR,UMC,2024,6,0_4,
Maldives,MDV,SEAR,UMC,2024,6,15_64,
Maldives,MDV,SEAR,UMC,2024,5,15_64,
Maldives,MDV,SEAR,UMC,2024,4,5_14,
Maldives,MDV,SEAR,UMC,2024,3,5_14,
Maldives,MDV,SEAR,UMC,2024,2,15_64,
Maldives,MDV,SEAR,UMC,2024,1,15_64,
Tuvalu,TUV,WPR,UMC,2024,10,5_14,
Tuvalu,TUV,WPR,UMC,2024,10,65+,
Tuvalu,TUV,WPR,UMC,2024,11,5_14,
Tuvalu,TUV,WPR,UMC,2024,11,65+,
Tuvalu,TUV,WPR,UMC,2024,1,15_64,
Tuvalu,TUV,WPR,UMC,2024,2,15_64,
Maldives,MDV,SEAR,UMC,2024,6,0_4,
Maldives,MDV,SEAR,UMC,2024,5,0_4,
Maldives,MDV,SEAR,UMC,2024,4,15_64,
Maldives,MDV,SEAR,UMC,2024,7,65+,
Tuvalu,TUV,WPR,UMC,2024,9,5_14,
Maldives,MDV,SEAR,UMC,2024,8,0_4,
Maldives,MDV,SEAR,UMC,2024,12,15_64,
Mali,MLI,AFR,LIC,2024,3,15_64,
Tuvalu,TUV,WPR,UMC,2024,3,0_4,
Tuvalu,TUV,WPR,UMC,2024,1,0_4,
Tuvalu,TUV,WPR,UMC,2024,2,0_4,
Tuvalu,TUV,WPR,UMC,2024,5,0_4,
Maldives,MDV,SEAR,UMC,2024,11,65+,
Maldives,MDV,SEAR,UMC,2024,11,5_14,
Maldives,MDV,SEAR,UMC,2024,11,0_4,
Maldives,MDV,SEAR,UMC,2024,10,65+,
Maldives,MDV,SEAR,UMC,2024,10,5_14,
Maldives,MDV,SEAR,UMC,2024,10,0_4,
Maldives,MDV,SEAR,UMC,2024,9,15_64,
Maldives,MDV,SEAR,UMC,2024,8,15_64,
Maldives,MDV,SEAR,UMC,2024,7,15_64,
Maldives,MDV,SEAR,UMC,2024,4,65+,
Maldives,MDV,SEAR,UMC,2024,3,65+,
Maldives,MDV,SEAR,UMC,2024,12,5_14,
Maldives,MDV,SEAR,UMC,2024,9,0_4,
Tuvalu,TUV,WPR,UMC,2024,9,65+,
Tuvalu,TUV,WPR,UMC,2024,12,15_64,
Uganda,UGA,AFR,LIC,2024,8,65+,
Madagascar,MDG,AFR,LIC,2024,10,0_4,
Madagascar,MDG,AFR,LIC,2024,4,65+,
Madagascar,MDG,AFR,LIC,2024,3,65+,
Madagascar,MDG,AFR,LIC,2024,11,65+,
Madagascar,MDG,AFR,LIC,2024,10,65+,
Madagascar,MDG,AFR,LIC,2024,9,5_14,
Madagascar,MDG,AFR,LIC,2024,9,0_4,
Madagascar,MDG,AFR,LIC,2024,11,0_4,
Madagascar,MDG,AFR,LIC,2024,8,5_14,
Madagascar,MDG,AFR,LIC,2024,7,5_14,
Madagascar,MDG,AFR,LIC,2024,4,15_64,
Madagascar,MDG,AFR,LIC,2024,3,15_64,
Madagascar,MDG,AFR,LIC,2024,10,15_64,
Madagascar,MDG,AFR,LIC,2024,7,0_4,
Luxembourg,LUX,EUR,HIC,2024,11,65+,
Luxembourg,LUX,EUR,HIC,2024,10,65+,
Madagascar,MDG,AFR,LIC,2024,8,0_4,
Uganda,UGA,AFR,LIC,2024,5,15_64,
Uganda,UGA,AFR,LIC,2024,2,15_64,
Uganda,UGA,AFR,LIC,2024,1,15_64,
Madagascar,MDG,AFR,LIC,2024,3,0_4,
Madagascar,MDG,AFR,LIC,2024,2,65+,
Madagascar,MDG,AFR,LIC,2024,1,65+,
Madagascar,MDG,AFR,LIC,2024,12,65+,
Madagascar,MDG,AFR,LIC,2024,12,5_14,
Madagascar,MDG,AFR,LIC,2024,12,0_4,
Madagascar,MDG,AFR,LIC,2024,6,65+,
Madagascar,MDG,AFR,LIC,2024,1,15_64,
Madagascar,MDG,AFR,LIC,2024,6,5_14,
Madagascar,MDG,AFR,LIC,2024,6,15_64,
Madagascar,MDG,AFR,LIC,2024,5,5_14,
Madagascar,MDG,AFR,LIC,2024,5,15_64,
Madagascar,MDG,AFR,LIC,2024,2,5_14,
Madagascar,MDG,AFR,LIC,2024,2,15_64,
Madagascar,MDG,AFR,LIC,2024,1,5_14,
Uganda,UGA,AFR,LIC,2024,11,5_14,
Uganda,UGA,AFR,LIC,2024,12,15_64,
Luxembourg,LUX,EUR,HIC,2024,3,15_64,
Luxembourg,LUX,EUR,HIC,2024,3,0_4,
Uganda,UGA,AFR,LIC,2024,6,15_64,
Uganda,UGA,AFR,LIC,2024,12,0_4,
Luxembourg,LUX,EUR,HIC,2024,11,5_14,
Luxembourg,LUX,EUR,HIC,2024,11,0_4,
Luxembourg,LUX,EUR,HIC,2024,10,5_14,
Luxembourg,LUX,EUR,HIC,2024,10,0_4,
Luxembourg,LUX,EUR,HIC,2024,4,65+,
Luxembourg,LUX,EUR,HIC,2024,4,0_4,
Luxembourg,LUX,EUR,HIC,2024,3,65+,
Luxembourg,LUX,EUR,HIC,2024,9,15_64,
Luxembourg,LUX,EUR,HIC,2024,9,0_4,
Luxembourg,LUX,EUR,HIC,2024,8,15_64,
Luxembourg,LUX,EUR,HIC,2024,8,0_4,
Luxembourg,LUX,EUR,HIC,2024,7,15_64,
Luxembourg,LUX,EUR,HIC,2024,7,0_4,
Luxembourg,LUX,EUR,HIC,2024,4,5_14,
Luxembourg,LUX,EUR,HIC,2024,3,5_14,
Luxembourg,LUX,EUR,HIC,2024,2,65+,
Luxembourg,LUX,EUR,HIC,2024,1,65+,
Luxembourg,LUX,EUR,HIC,2024,12,15_64,
Madagascar,MDG,AFR,LIC,2024,4,0_4,
Uganda,UGA,AFR,LIC,2024,9,15_64,
Uganda,UGA,AFR,LIC,2024,7,15_64,
Uganda,UGA,AFR,LIC,2024,3,0_4,
Luxembourg,LUX,EUR,HIC,2024,12,0_4,
Luxembourg,LUX,EUR,HIC,2024,11,15_64,
Luxembourg,LUX,EUR,HIC,2024,10,15_64,
Luxembourg,LUX,EUR,HIC,2024,9,5_14,
Luxembourg,LUX,EUR,HIC,2024,8,5_14,
Luxembourg,LUX,EUR,HIC,2024,7,5_14,
Luxembourg,LUX,EUR,HIC,2024,4,15_64,
Luxembourg,LUX,EUR,HIC,2024,6,15_64,
Luxembourg,LUX,EUR,HIC,2024,5,15_64,
Luxembourg,LUX,EUR,HIC,2024,2,15_64,
Luxembourg,LUX,EUR,HIC,2024,1,15_64,
Uganda,UGA,AFR,LIC,2024,3,5_14,
Uganda,UGA,AFR,LIC,2024,3,65+,
Uganda,UGA,AFR,LIC,2024,4,0_4,
Uganda,UGA,AFR,LIC,2024,4,5_14,
Uganda,UGA,AFR,LIC,2024,4,65+,
Uganda,UGA,AFR,LIC,2024,8,15_64,
Luxembourg,LUX,EUR,HIC,2024,6,65+,
Madagascar,MDG,AFR,LIC,2024,5,65+,
Madagascar,MDG,AFR,LIC,2024,9,15_64,
Uganda,UGA,AFR,LIC,2024,3,15_64,
Uganda,UGA,AFR,LIC,2024,4,15_64,
Uganda,UGA,AFR,LIC,2024,7,0_4,
Uganda,UGA,AFR,LIC,2024,7,5_14,
Uganda,UGA,AFR,LIC,2024,8,0_4,
Malawi,MWI,AFR,LIC,2024,11,65+,
Malawi,MWI,AFR,LIC,2024,10,65+,
Uganda,UGA,AFR,LIC,2024,1,65+,
Uganda,UGA,AFR,LIC,2024,8,5_14,
Uganda,UGA,AFR,LIC,2024,10,15_64,
Malawi,MWI,AFR,LIC,2024,11,5_14,
Malawi,MWI,AFR,LIC,2024,10,5_14,
Malawi,MWI,AFR,LIC,2024,6,65+,
Malawi,MWI,AFR,LIC,2024,5,65+,
Malawi,MWI,AFR,LIC,2024,2,65+,
Malawi,MWI,AFR,LIC,2024,12,65+,
Uganda,UGA,AFR,LIC,2024,9,0_4,
Malawi,MWI,AFR,LIC,2024,3,65+,
Malawi,MWI,AFR,LIC,2024,4,65+,
Malawi,MWI,AFR,LIC,2024,5,0_4,
Uganda,UGA,AFR,LIC,2024,9,5_14,
Uganda,UGA,AFR,LIC,2024,9,65+,
Malawi,MWI,AFR,LIC,2024,4,15_64,
Malawi,MWI,AFR,LIC,2024,4,0_4,
Malawi,MWI,AFR,LIC,2024,3,5_14,
Malawi,MWI,AFR,LIC,2024,3,15_64,
Malawi,MWI,AFR,LIC,2024,3,0_4,
Malawi,MWI,AFR,LIC,2024,11,15_64,
Malawi,MWI,AFR,LIC,2024,11,0_4,
Malawi,MWI,AFR,LIC,2024,10,15_64,
Malawi,MWI,AFR,LIC,2024,10,0_4,
Malawi,MWI,AFR,LIC,2024,7,65+,
Malawi,MWI,AFR,LIC,2024,4,5_14,
Malawi,MWI,AFR,LIC,2024,12,5_14,
Malawi,MWI,AFR,LIC,2024,12,15_64,
Malawi,MWI,AFR,LIC,2024,12,0_4,
Malawi,MWI,AFR,LIC,2024,6,0_4,
Malawi,MWI,AFR,LIC,2024,6,15_64,
Malawi,MWI,AFR,LIC,2024,5,15_64,
Malawi,MWI,AFR,LIC,2024,2,15_64,
Malawi,MWI,AFR,LIC,2024,2,0_4,
Madagascar,MDG,AFR,LIC,2024,9,65+,
Madagascar,MDG,AFR,LIC,2024,8,65+,
Madagascar,MDG,AFR,LIC,2024,7,65+,
Madagascar,MDG,AFR,LIC,2024,6,0_4,
Madagascar,MDG,AFR,LIC,2024,5,0_4,
Madagascar,MDG,AFR,LIC,2024,2,0_4,
Uganda,UGA,AFR,LIC,2024,1,0_4,
Uganda,UGA,AFR,LIC,2024,2,0_4,
Uganda,UGA,AFR,LIC,2024,5,0_4,
Madagascar,MDG,AFR,LIC,2024,7,15_64,
Madagascar,MDG,AFR,LIC,2024,4,5_14,
Madagascar,MDG,AFR,LIC,2024,3,5_14,
Madagascar,MDG,AFR,LIC,2024,1,0_4,
Uganda,UGA,AFR,LIC,2024,6,0_4,
Uganda,UGA,AFR,LIC,2024,7,65+,
Uganda,UGA,AFR,LIC,2024,10,5_14,
Madagascar,MDG,AFR,LIC,2024,11,15_64,
Madagascar,MDG,AFR,LIC,2024,10,5_14,
Madagascar,MDG,AFR,LIC,2024,8,15_64,
Madagascar,MDG,AFR,LIC,2024,11,5_14,
Malawi,MWI,AFR,LIC,2024,1,65+,
Malawi,MWI,AFR,LIC,2024,1,15_64,
Malawi,MWI,AFR,LIC,2024,1,0_4,
Malawi,MWI,AFR,LIC,2024,9,65+,
Malawi,MWI,AFR,LIC,2024,8,65+,
Malawi,MWI,AFR,LIC,2024,7,5_14,
Malawi,MWI,AFR,LIC,2024,6,5_14,
Malawi,MWI,AFR,LIC,2024,5,5_14,
Malawi,MWI,AFR,LIC,2024,2,5_14,
Malawi,MWI,AFR,LIC,2024,1,5_14,
Malawi,MWI,AFR,LIC,2024,9,5_14,
Malawi,MWI,AFR,LIC,2024,9,15_64,
Malawi,MWI,AFR,LIC,2024,9,0_4,
Malawi,MWI,AFR,LIC,2024,8,5_14,
Malawi,MWI,AFR,LIC,2024,8,15_64,
Malawi,MWI,AFR,LIC,2024,8,0_4,
Malawi,MWI,AFR,LIC,2024,7,15_64,
Malawi,MWI,AFR,LIC,2024,7,0_4,
Madagascar,MDG,AFR,LIC,2024,12,15_64,
Montenegro,MNE,EUR,UMC,2024,12,15_64,
Turkey,TUR,EUR,UMC,2024,12,0_4,
Turkey,TUR,EUR,UMC,2024,11,15_64,
Niue,NIU,WPR,,2024,3,65+,
Niue,NIU,WPR,,2024,3,5_14,
Tonga,TON,WPR,UMC,2024,8,65+,
Niue,NIU,WPR,,2024,11,5_14,
Niue,NIU,WPR,,2024,11,15_64,
Niue,NIU,WPR,,2024,10,5_14,
Niue,NIU,WPR,,2024,10,15_64,
Niue,NIU,WPR,,2024,4,5_14,
Niue,NIU,WPR,,2024,7,65+,
Tonga,TON,WPR,UMC,2024,9,5_14,
Tonga,TON,WPR,UMC,2024,9,65+,
Niue,NIU,WPR,,2024,6,0_4,
Niue,NIU,WPR,,2024,5,0_4,
Niue,NIU,WPR,,2024,4,15_64,
Niue,NIU,WPR,,2024,3,15_64,
Niue,NIU,WPR,,2024,2,0_4,
Tonga,TON,WPR,UMC,2024,9,0_4,
Niue,NIU,WPR,,2024,4,65+,
Niue,NIU,WPR,,2024,12,15_64,
Tonga,TON,WPR,UMC,2024,8,5_14,
Norfolk Island,NFK,WPR,,2024,4,5_14,
Norfolk Island,NFK,WPR,,2024,2,65+,
Norfolk Island,NFK,WPR,,2024,2,0_4,
Norfolk Island,NFK,WPR,,2024,1,65+,
Norfolk Island,NFK,WPR,,2024,1,0_4,
Norfolk Island,NFK,WPR,,2024,12,65+,
Norfolk Island,NFK,WPR,,2024,9,0_4,
Norfolk Island,NFK,WPR,,2024,3,5_14,
Norfolk Island,NFK,WPR,,2024,2,15_64,
Norfolk Island,NFK,WPR,,2024,1,15_64,
Tonga,TON,WPR,UMC,2024,8,15_64,
Tonga,TON,WPR,UMC,2024,9,15_64,
Tonga,TON,WPR,UMC,2024,7,0_4,
Niue,NIU,WPR,,2024,12,5_14,
Niue,NIU,WPR,,2024,11,65+,
Niue,NIU,WPR,,2024,10,65+,
Tonga,TON,WPR,UMC,2024,8,0_4,
Niue,NIU,WPR,,2024,1,0_4,
Norfolk Island,NFK,WPR,,2024,5,65+,
Niue,NIU,WPR,,2024,9,15_64,
Niue,NIU,WPR,,2024,8,15_64,
Niue,NIU,WPR,,2024,10,0_4,
Niue,NIU,WPR,,2024,6,65+,
Niue,NIU,WPR,,2024,6,5_14,
Niue,NIU,WPR,,2024,5,65+,
Niue,NIU,WPR,,2024,5,5_14,
Tonga,TON,WPR,UMC,2024,1,5_14,
Tonga,TON,WPR,UMC,2024,2,15_64,
Niue,NIU,WPR,,2024,11,0_4,
Tonga,TON,WPR,UMC,2024,3,0_4,
Tonga,TON,WPR,UMC,2024,5,15_64,
Niue,NIU,WPR,,2024,2,65+,
Nigeria,NGA,AFR,LMC,2024,12,5_14,
Nigeria,NGA,AFR,LMC,2024,12,0_4,
Nigeria,NGA,AFR,LMC,2024,11,15_64,
Nigeria,NGA,AFR,LMC,2024,9,65+,
Nigeria,NGA,AFR,LMC,2024,8,65+,
Tonga,TON,WPR,UMC,2024,4,0_4,
Niue,NIU,WPR,,2024,12,0_4,
Niue,NIU,WPR,,2024,1,15_64,
Niue,NIU,WPR,,2024,1,5_14,
Niue,NIU,WPR,,2024,7,5_14,
Niue,NIU,WPR,,2024,7,15_64,
Niue,NIU,WPR,,2024,1,65+,
Tonga,TON,WPR,UMC,2024,1,15_64,
Niue,NIU,WPR,,2024,9,65+,
Niue,NIU,WPR,,2024,9,5_14,
Niue,NIU,WPR,,2024,9,0_4,
Niue,NIU,WPR,,2024,8,65+,
Niue,NIU,WPR,,2024,8,0_4,
Niue,NIU,WPR,,2024,7,0_4,
Niue,NIU,WPR,,2024,12,65+,
Niue,NIU,WPR,,2024,6,15_64,
Niue,NIU,WPR,,2024,5,15_64,
Niue,NIU,WPR,,2024,4,0_4,
Niue,NIU,WPR,,2024,3,0_4,
Niue,NIU,WPR,,2024,2,5_14,
Niue,NIU,WPR,,2024,2,15_64,
Niue,NIU,WPR,,2024,8,5_14,
Norfolk Island,NFK,WPR,,2024,6,65+,
Norfolk Island,NFK,WPR,,2024,9,15_64,
Norfolk Island,NFK,WPR,,2024,10,5_14,
North Macedonia,MKD,EUR,UMC,2024,1,15_64,2
Tokelau,TKL,WPR,,2024,5,15_64,
Tokelau,TKL,WPR,,2024,5,5_14,
North Macedonia,MKD,EUR,UMC,2024,12,15_64,1
North Macedonia,MKD,EUR,UMC,2024,12,0_4,0
North Macedonia,MKD,EUR,UMC,2024,11,0_4,0
North Macedonia,MKD,EUR,UMC,2024,10,15_64,0
North Macedonia,MKD,EUR,UMC,2024,2,15_64,0
North Macedonia,MKD,EUR,UMC,2024,8,15_64,2
North Macedonia,MKD,EUR,UMC,2024,6,5_14,0
North Macedonia,MKD,EUR,UMC,2024,2,65+,4
Norfolk Island,NFK,WPR,,2024,12,15_64,
Tokelau,TKL,WPR,,2024,6,15_64,
Norfolk Island,NFK,WPR,,2024,8,0_4,
Norfolk Island,NFK,WPR,,2024,7,0_4,
Norfolk Island,NFK,WPR,,2024,6,15_64,
North Macedonia,MKD,EUR,UMC,2024,7,5_14,0
North Macedonia,MKD,EUR,UMC,2024,4,15_64,0
North Macedonia,MKD,EUR,UMC,2024,5,15_64,0
North Macedonia,MKD,EUR,UMC,2024,11,5_14,0
Tokelau,TKL,WPR,,2024,2,0_4,
North Macedonia,MKD,EUR,UMC,2024,10,65+,1
North Macedonia,MKD,EUR,UMC,2024,10,0_4,0
North Macedonia,MKD,EUR,UMC,2024,9,0_4,0
North Macedonia,MKD,EUR,UMC,2024,8,65+,3
North Macedonia,MKD,EUR,UMC,2024,3,15_64,0
Tokelau,TKL,WPR,,2024,3,65+,
Tokelau,TKL,WPR,,2024,5,0_4,
Tokelau,TKL,WPR,,2024,12,15_64,
North Macedonia,MKD,EUR,UMC,2024,9,15_64,1
North Macedonia,MKD,EUR,UMC,2024,5,0_4,0
Tokelau,TKL,WPR,,2024,1,15_64,
Tokelau,TKL,WPR,,2024,2,15_64,
North Macedonia,MKD,EUR,UMC,2024,4,0_4,0
North Macedonia,MKD,EUR,UMC,2024,2,0_4,0
Tokelau,TKL,WPR,,2024,2,5_14,
North Macedonia,MKD,EUR,UMC,2024,12,5_14,0
Norfolk Island,NFK,WPR,,2024,5,15_64,
Tokelau,TKL,WPR,,2024,6,5_14,
Tokelau,TKL,WPR,,2024,12,65+,
Tokelau,TKL,WPR,,2024,1,65+,
Norfolk Island,NFK,WPR,,2024,3,0_4,
Norfolk Island,NFK,WPR,,2024,12,5_14,
Norfolk Island,NFK,WPR,,2024,12,0_4,
Norfolk Island,NFK,WPR,,2024,9,65+,
Norfolk Island,NFK,WPR,,2024,8,65+,
Norfolk Island,NFK,WPR,,2024,7,65+,
Norfolk Island,NFK,WPR,,2024,8,15_64,
Norfolk Island,NFK,WPR,,2024,7,15_64,
Norfolk Island,NFK,WPR,,2024,6,5_14,
Norfolk Island,NFK,WPR,,2024,6,0_4,
Norfolk Island,NFK,WPR,,2024,5,5_14,
Norfolk Island,NFK,WPR,,2024,5,0_4,
